,[0:0],[0:1],[0:2],[1:0],[1:1],[1:2],[2:0],[2:1],[2:2],Move
5448,_,_,_,_,_,_,_,_,_,0
5449,_,Y,Y,_,X,_,_,_,_,0
5450,Y,X,Y,Y,X,_,X,Y,_,5
5451,X,_,Y,Y,Y,X,X,Y,_,1
5452,X,_,Y,Y,Y,_,X,_,_,5
5453,X,Y,Y,Y,X,_,_,X,Y,5
5454,X,Y,_,_,Y,_,_,_,_,7
5455,X,Y,X,Y,Y,X,_,X,Y,6
5456,Y,_,Y,_,X,_,_,_,_,1
5457,X,_,_,_,Y,_,_,_,_,2
5458,Y,X,Y,Y,X,X,X,Y,_,8
5459,Y,X,_,X,Y,Y,X,Y,X,2
5460,Y,_,Y,_,X,_,_,_,_,1
5461,_,_,_,Y,_,_,_,_,_,4
5462,X,Y,X,_,Y,_,_,_,_,3
5463,_,_,_,_,Y,_,_,_,_,0
5464,X,Y,Y,Y,Y,X,X,_,_,7
5465,X,Y,_,Y,Y,X,X,X,Y,2
5466,X,_,_,Y,Y,_,X,_,_,1
5467,_,_,_,_,_,_,_,_,_,0
5468,X,Y,X,_,_,Y,Y,X,Y,3
5469,_,_,_,_,_,_,_,_,_,0
5470,Y,_,Y,Y,X,_,X,_,_,1
5471,Y,X,Y,Y,X,_,X,Y,X,5
5472,_,_,_,_,_,_,Y,_,_,0
5473,X,Y,X,X,Y,Y,Y,_,_,7
5474,_,_,_,_,_,_,_,_,_,0
5475,X,_,_,_,_,_,Y,Y,_,4
5476,Y,X,Y,Y,X,_,_,_,_,6
5477,Y,X,Y,_,X,_,_,Y,_,3
5478,Y,X,X,X,X,Y,Y,Y,_,8
5479,_,_,_,_,_,_,_,_,_,0
5480,Y,X,X,_,Y,_,_,_,_,8
5481,Y,Y,_,X,X,Y,Y,X,_,2
5482,_,_,_,_,_,_,Y,_,_,0
5483,_,_,_,_,_,_,_,_,_,0
5484,_,_,_,_,_,_,_,_,_,0
5485,X,X,Y,Y,Y,_,X,_,_,5
5486,Y,_,_,Y,X,_,_,_,_,6
5487,Y,_,_,_,_,_,X,_,_,4
5488,X,Y,X,_,Y,_,_,_,_,3
5489,Y,_,_,_,X,_,_,_,_,2
5490,Y,_,_,_,X,_,Y,_,_,3
5491,Y,X,_,_,Y,_,X,_,_,8
5492,_,Y,_,_,X,Y,_,_,_,0
5493,Y,X,Y,X,X,Y,X,Y,_,8
5494,_,Y,_,_,_,_,_,_,_,4
5495,Y,X,X,X,X,Y,Y,Y,_,8
5496,_,_,_,_,_,_,_,_,_,0
5497,Y,Y,_,_,X,_,_,_,_,2
5498,X,X,Y,Y,Y,X,X,_,Y,7
5499,X,_,_,_,Y,_,_,_,_,2
5500,Y,X,_,X,X,Y,Y,Y,_,8
5501,_,Y,Y,_,X,_,_,_,_,0
5502,X,Y,Y,X,X,_,Y,_,Y,5
5503,Y,Y,_,X,X,_,Y,_,_,2
5504,_,_,_,_,_,_,_,_,_,0
5505,X,_,_,_,Y,_,_,_,_,2
5506,Y,_,_,_,X,_,_,_,_,2
5507,_,_,_,_,Y,_,_,_,_,0
5508,_,_,_,X,Y,_,_,_,_,0
5509,X,Y,X,X,Y,Y,Y,X,_,8
5510,_,_,_,Y,_,_,_,_,_,4
5511,X,_,Y,_,Y,_,_,_,_,6
5512,_,X,_,_,Y,_,_,_,_,0
5513,X,_,Y,Y,Y,_,X,X,_,5
5514,Y,_,_,X,_,_,_,_,_,4
5515,Y,_,_,_,X,_,_,_,_,2
5516,X,Y,X,_,Y,_,_,_,_,3
5517,Y,_,_,_,_,_,_,_,_,4
5518,X,X,Y,Y,Y,_,_,_,_,5
5519,_,Y,_,_,_,_,_,_,_,4
5520,_,_,_,_,_,_,_,_,_,0
5521,_,_,_,_,_,_,_,_,_,0
5522,X,X,Y,Y,Y,X,X,Y,_,8
5523,Y,Y,X,X,_,Y,Y,X,X,4
5524,Y,Y,_,X,X,_,Y,_,_,2
5525,Y,_,X,X,X,Y,Y,_,_,1
5526,Y,_,Y,_,_,X,_,_,X,1
5527,X,_,_,Y,Y,_,_,_,_,5
5528,Y,_,_,_,_,_,_,_,_,4
5529,X,Y,_,Y,_,_,_,_,_,4
5530,_,_,_,X,Y,_,_,_,_,0
5531,X,_,_,_,Y,_,_,_,_,2
5532,_,_,_,_,_,_,_,_,_,0
5533,_,_,_,_,Y,_,_,_,_,0
5534,X,_,Y,Y,Y,_,X,_,_,5
5535,_,_,_,_,_,_,_,_,_,0
5536,X,_,_,Y,Y,_,X,Y,_,1
5537,Y,X,_,_,X,_,_,Y,_,6
5538,Y,_,_,_,X,_,_,_,_,2
5539,Y,X,X,X,X,Y,Y,Y,_,8
5540,X,_,Y,_,Y,_,_,_,_,6
5541,Y,_,_,_,X,_,Y,_,_,3
5542,Y,X,Y,_,X,_,_,Y,_,3
5543,X,_,_,_,Y,_,_,_,_,2
5544,Y,_,_,X,X,_,Y,Y,_,5
5545,X,_,_,Y,X,_,Y,_,Y,1
5546,Y,_,_,_,X,_,Y,_,_,3
5547,X,_,_,_,Y,_,_,_,_,2
5548,Y,_,_,_,_,_,_,_,_,4
5549,_,_,_,_,_,_,Y,_,_,0
5550,X,Y,Y,Y,Y,X,X,_,_,7
5551,Y,X,Y,_,X,_,X,Y,_,5
5552,X,Y,X,X,Y,_,Y,_,_,7
5553,X,X,Y,Y,Y,X,X,Y,_,8
5554,_,_,_,_,_,_,_,_,_,0
5555,Y,X,X,_,Y,_,_,_,_,8
5556,X,Y,Y,Y,Y,_,X,X,_,5
5557,Y,X,Y,Y,X,_,X,Y,_,5
5558,Y,X,Y,_,X,_,X,Y,_,5
5559,X,Y,X,_,Y,_,Y,_,_,7
5560,X,Y,X,X,Y,_,Y,_,_,7
5561,X,Y,X,_,_,_,Y,_,Y,7
5562,X,_,_,_,Y,_,_,_,_,2
5563,_,_,_,_,Y,_,_,_,_,0
5564,Y,X,_,_,Y,_,X,_,_,8
5565,X,Y,X,X,Y,_,Y,_,_,7
5566,X,_,_,Y,_,_,_,Y,_,4
5567,Y,_,Y,_,X,_,_,_,_,1
5568,X,_,Y,_,_,Y,_,_,_,4
5569,Y,X,Y,Y,X,X,_,Y,_,6
5570,Y,X,Y,Y,X,_,X,Y,_,5
5571,Y,X,Y,_,X,_,X,Y,_,5
5572,Y,_,Y,_,X,_,_,_,_,1
5573,_,_,_,_,_,_,Y,_,_,0
5574,X,_,Y,Y,Y,X,X,Y,_,1
5575,X,Y,X,_,Y,Y,_,X,_,3
5576,X,_,_,_,Y,_,Y,_,_,2
5577,_,_,_,_,_,_,_,_,_,0
5578,X,Y,X,X,Y,_,Y,_,_,7
5579,Y,X,Y,_,X,_,X,Y,_,5
5580,Y,_,Y,_,X,_,_,_,_,1
5581,Y,X,Y,X,X,Y,X,Y,_,8
5582,_,X,_,_,X,Y,Y,_,Y,7
5583,Y,X,X,X,Y,Y,Y,_,X,7
5584,Y,_,_,_,X,_,_,Y,_,2
5585,Y,_,X,_,Y,_,X,Y,X,1
5586,X,Y,X,Y,Y,_,_,X,_,5
5587,_,_,_,_,_,_,_,_,_,0
5588,X,X,Y,_,Y,_,_,_,_,6
5589,X,_,_,_,Y,_,_,_,_,2
5590,X,_,Y,_,_,_,_,_,Y,6
5591,X,_,_,_,Y,_,_,_,_,2
5592,Y,_,X,X,X,Y,Y,_,_,1
5593,Y,X,Y,_,X,_,X,Y,_,5
5594,_,_,Y,_,_,_,_,_,_,0
5595,X,Y,X,Y,Y,_,Y,X,_,5
5596,Y,_,_,_,_,_,_,_,_,4
5597,Y,_,_,_,_,_,_,_,_,4
5598,Y,_,_,X,X,Y,Y,_,_,7
5599,X,_,_,_,Y,_,_,_,_,2
5600,Y,X,_,_,X,_,_,Y,_,6
5601,Y,_,_,_,X,_,_,_,_,2
5602,X,X,Y,Y,Y,X,X,Y,_,8
5603,Y,_,_,_,_,_,_,_,_,4
5604,X,Y,_,_,X,_,Y,_,Y,5
5605,X,X,Y,Y,Y,_,X,_,_,5
5606,_,_,_,_,Y,_,_,_,_,0
5607,Y,_,_,_,X,_,Y,_,_,3
5608,Y,_,_,_,X,_,_,_,_,2
5609,Y,X,_,_,X,_,_,Y,_,6
5610,Y,_,X,X,Y,_,_,Y,X,1
5611,X,_,Y,Y,Y,_,X,_,_,5
5612,_,_,_,Y,_,_,_,_,_,4
5613,X,Y,X,_,Y,_,_,_,_,3
5614,X,Y,_,Y,Y,X,X,_,_,7
5615,Y,_,Y,_,X,_,_,_,X,1
5616,Y,X,Y,_,X,_,_,Y,_,3
5617,_,_,_,_,_,_,_,_,_,0
5618,Y,_,X,X,X,Y,Y,_,_,1
5619,Y,_,_,X,X,Y,Y,_,_,7
5620,_,_,_,_,_,_,_,_,_,0
5621,X,Y,X,X,Y,Y,Y,X,_,8
5622,Y,_,_,_,X,_,_,_,_,2
5623,Y,X,_,_,X,_,_,Y,_,6
5624,Y,X,Y,Y,X,X,X,Y,_,8
5625,X,_,_,X,Y,_,Y,_,_,2
5626,X,Y,X,Y,Y,_,Y,X,_,5
5627,Y,X,Y,_,X,_,X,Y,_,5
5628,_,_,_,_,_,_,_,_,_,0
5629,Y,X,Y,Y,X,X,X,Y,_,8
5630,_,_,_,_,_,_,_,_,_,0
5631,_,_,_,_,_,_,_,_,_,0
5632,X,_,_,Y,Y,X,X,Y,_,1
5633,Y,_,_,X,X,Y,_,_,_,1
5634,_,_,_,_,_,_,_,_,_,0
5635,X,Y,X,X,Y,_,Y,X,Y,5
5636,_,_,_,_,_,_,_,_,_,0
5637,_,_,_,_,_,_,_,_,_,0
5638,X,_,_,_,Y,_,Y,_,_,2
5639,Y,_,Y,Y,X,_,X,_,_,1
5640,_,_,_,_,_,_,_,_,_,0
5641,Y,_,Y,_,X,_,_,_,_,1
5642,X,Y,_,Y,X,X,Y,_,Y,7
5643,Y,_,_,_,_,_,X,_,_,4
5644,Y,_,_,X,X,Y,_,_,_,1
5645,X,Y,X,Y,Y,_,Y,X,_,5
5646,X,Y,_,_,X,_,Y,_,Y,5
5647,_,_,_,_,_,_,_,_,_,0
5648,Y,X,Y,Y,X,_,X,Y,_,5
5649,X,X,Y,_,Y,_,_,_,_,6
5650,X,X,Y,Y,Y,X,X,_,Y,7
5651,X,_,_,Y,Y,_,X,_,_,1
5652,Y,_,X,X,X,Y,Y,_,_,1
5653,Y,_,X,_,_,_,_,_,_,4
5654,X,_,_,Y,Y,_,X,_,_,1
5655,Y,_,Y,Y,X,_,X,_,_,1
5656,_,_,_,_,_,_,_,_,_,0
5657,X,X,Y,Y,Y,_,X,_,_,5
5658,Y,_,X,_,_,_,_,_,_,4
5659,Y,_,X,_,X,_,Y,_,_,3
5660,_,Y,_,_,X,_,Y,_,_,0
5661,Y,_,X,_,_,_,_,_,_,4
5662,X,Y,X,_,Y,Y,Y,X,_,3
5663,_,_,_,_,_,_,_,_,_,0
5664,Y,X,Y,Y,X,_,X,Y,_,5
5665,Y,_,_,_,_,_,X,_,_,4
5666,X,X,Y,Y,Y,X,X,Y,_,8
5667,Y,_,X,X,X,Y,Y,_,_,1
5668,_,_,_,_,_,_,_,_,_,0
5669,_,_,_,_,_,_,_,_,_,0
5670,Y,_,_,_,X,_,_,_,_,2
5671,_,_,_,_,_,Y,_,_,_,0
5672,_,_,_,_,_,_,_,_,_,0
5673,Y,_,Y,Y,X,_,X,_,_,1
5674,Y,X,Y,X,Y,_,X,Y,X,5
5675,Y,_,Y,Y,X,_,X,_,_,1
5676,X,Y,X,X,Y,_,Y,X,Y,5
5677,X,_,Y,Y,Y,_,X,_,_,5
5678,X,_,Y,_,X,_,Y,_,Y,5
5679,Y,Y,X,X,X,Y,Y,X,_,8
5680,X,_,_,Y,Y,_,X,_,_,1
5681,X,_,_,_,Y,_,_,_,_,2
5682,Y,_,_,_,X,_,Y,_,_,3
5683,X,_,_,_,Y,_,_,_,_,2
5684,Y,_,Y,_,X,_,_,_,_,1
5685,_,Y,Y,X,Y,_,_,X,X,6
5686,X,X,Y,Y,Y,X,X,_,Y,7
5687,X,Y,X,_,Y,_,_,_,_,3
5688,X,Y,_,_,_,_,Y,_,_,4
5689,_,_,_,_,_,_,_,_,_,0
5690,_,_,_,_,_,_,_,_,_,0
5691,_,_,_,_,_,_,_,_,_,0
5692,Y,_,Y,_,X,_,_,_,_,1
5693,X,Y,Y,Y,X,Y,X,_,_,8
5694,X,_,_,_,Y,_,Y,_,_,2
5695,X,_,Y,_,Y,_,_,_,_,6
5696,_,_,_,_,_,_,_,_,_,0
5697,X,Y,X,_,Y,Y,Y,X,_,3
5698,_,Y,Y,_,X,_,_,_,_,0
5699,X,_,_,Y,Y,_,X,_,_,1
5700,Y,Y,X,X,X,Y,Y,_,_,7
5701,_,_,_,_,_,_,_,_,_,0
5702,Y,X,_,_,X,_,_,Y,_,6
5703,X,_,_,_,Y,_,_,_,_,2
5704,X,Y,_,Y,X,X,Y,_,Y,7
5705,X,Y,X,_,Y,_,_,_,_,3
5706,X,X,Y,Y,X,_,Y,_,Y,7
5707,X,X,Y,_,Y,_,_,Y,_,6
5708,Y,X,Y,Y,X,_,X,Y,_,5
5709,Y,_,_,_,X,_,_,_,_,2
5710,X,_,Y,_,Y,_,_,_,_,6
5711,Y,_,_,_,X,_,_,_,_,2
5712,Y,X,Y,_,_,_,X,Y,X,5
5713,Y,X,Y,Y,X,_,X,Y,_,5
5714,X,_,_,X,Y,_,Y,_,_,2
5715,Y,_,Y,Y,X,_,X,_,_,1
5716,Y,_,X,X,X,Y,Y,_,_,1
5717,X,Y,X,_,Y,Y,Y,X,_,3
5718,_,Y,Y,_,X,_,_,_,_,0
5719,X,X,Y,Y,Y,_,X,_,_,5
5720,X,Y,X,_,Y,_,_,_,_,3
5721,_,_,_,_,_,_,_,_,_,0
5722,X,_,Y,Y,X,_,_,_,Y,7
5723,Y,X,Y,X,X,Y,X,Y,_,8
5724,Y,X,Y,X,X,Y,X,Y,_,8
5725,Y,_,X,_,X,_,Y,_,_,3
5726,Y,_,_,X,X,_,Y,Y,_,5
5727,X,_,_,Y,Y,_,X,_,_,1
5728,X,Y,X,X,Y,_,Y,X,Y,5
5729,X,_,_,Y,Y,_,X,_,_,1
5730,_,_,_,_,_,_,_,_,_,0
5731,_,X,Y,Y,X,_,_,_,Y,7
5732,Y,X,Y,X,X,Y,X,Y,_,8
5733,X,Y,X,Y,Y,_,Y,X,_,5
5734,_,_,_,Y,_,_,_,_,_,4
5735,Y,Y,_,X,X,Y,Y,X,_,2
5736,_,_,_,_,_,_,_,_,_,0
5737,Y,_,_,_,X,_,_,_,_,2
5738,Y,_,_,X,X,Y,Y,_,_,7
5739,_,_,_,_,_,_,_,_,_,0
5740,_,_,_,_,Y,_,_,_,_,0
5741,_,_,_,_,_,_,_,_,_,0
5742,Y,_,Y,_,X,_,X,_,_,1
5743,Y,_,_,_,X,_,Y,_,_,3
5744,Y,X,Y,Y,X,_,X,Y,_,5
5745,_,_,_,_,_,_,_,_,_,0
5746,Y,Y,_,X,X,_,Y,_,_,2
5747,Y,X,_,_,Y,Y,X,_,X,3
5748,Y,_,Y,Y,X,_,X,_,_,1
5749,_,_,_,_,_,_,Y,_,_,0
5750,_,_,_,_,_,_,_,_,_,0
5751,Y,Y,_,X,X,Y,Y,X,_,2
5752,Y,_,_,_,_,_,_,_,_,4
5753,Y,_,_,X,X,Y,_,_,_,1
5754,X,_,_,Y,Y,X,X,Y,_,1
5755,Y,X,Y,Y,X,X,_,Y,_,6
5756,_,_,_,_,Y,_,_,_,X,2
5757,Y,Y,_,X,X,_,Y,_,_,2
5758,Y,X,Y,Y,X,X,X,Y,_,8
5759,X,_,Y,Y,Y,X,X,Y,_,1
5760,Y,_,_,_,X,_,_,_,_,2
5761,X,X,Y,Y,Y,X,X,Y,_,8
5762,_,X,_,_,Y,_,_,_,_,0
5763,_,_,_,_,_,_,_,_,_,0
5764,Y,_,_,X,X,Y,_,_,_,1
5765,Y,_,_,_,_,_,_,_,_,4
5766,Y,_,_,_,X,_,_,_,_,2
5767,X,_,Y,Y,_,_,X,_,Y,5
5768,X,X,Y,Y,Y,X,X,Y,_,8
5769,_,Y,Y,_,X,_,_,_,_,0
5770,_,_,_,Y,_,_,_,_,_,4
5771,Y,X,Y,Y,X,_,X,Y,_,5
5772,Y,_,X,X,X,Y,Y,_,_,1
5773,Y,Y,X,X,X,Y,Y,_,_,7
5774,_,_,Y,_,_,_,_,_,_,0
5775,Y,Y,X,X,X,Y,Y,_,_,7
5776,X,X,Y,Y,Y,X,X,_,Y,7
5777,Y,X,X,X,X,Y,Y,Y,_,8
5778,_,_,X,_,Y,_,_,_,_,0
5779,Y,_,X,_,X,_,Y,_,_,3
5780,_,_,_,X,Y,_,_,_,_,0
5781,Y,_,_,_,_,_,_,_,X,6
5782,Y,_,_,_,X,_,_,_,_,2
5783,Y,X,Y,X,X,Y,X,Y,_,8
5784,Y,Y,X,X,X,Y,Y,X,_,8
5785,Y,_,_,_,_,_,_,_,_,4
5786,Y,X,X,X,X,Y,Y,Y,_,8
5787,Y,_,X,_,Y,X,_,_,_,8
5788,_,_,_,_,_,_,_,_,_,0
5789,Y,_,_,_,_,_,_,_,_,4
5790,X,_,_,_,Y,_,_,_,_,2
5791,X,_,Y,Y,Y,_,X,X,_,5
5792,Y,_,_,_,_,_,_,_,_,4
5793,Y,_,X,X,X,Y,Y,_,_,1
5794,_,_,_,_,_,_,_,_,_,0
5795,_,_,_,_,_,_,_,_,_,0
5796,Y,_,_,_,X,_,Y,_,_,3
5797,_,_,_,_,_,Y,_,_,_,0
5798,X,_,_,X,Y,_,Y,_,_,2
5799,Y,X,Y,Y,X,X,X,Y,_,8
5800,X,Y,X,_,Y,_,_,_,_,3
5801,X,X,Y,Y,Y,X,X,Y,_,8
5802,X,Y,X,X,Y,_,Y,_,_,7
5803,Y,_,_,_,X,_,Y,_,_,3
5804,_,_,_,_,_,_,_,_,_,0
5805,Y,_,Y,_,X,_,X,_,_,1
5806,Y,_,_,X,X,Y,_,_,_,1
5807,_,_,_,_,_,_,_,_,_,0
5808,_,_,_,_,_,_,_,Y,_,0
5809,_,Y,X,_,Y,Y,_,X,X,3
5810,_,_,_,_,Y,_,_,_,_,0
5811,X,Y,X,X,Y,Y,Y,X,_,8
5812,_,_,_,_,Y,_,_,_,_,0
5813,Y,_,X,X,Y,_,_,_,_,8
5814,X,Y,_,_,X,_,Y,_,_,8
5815,Y,_,_,_,X,_,_,_,_,2
5816,Y,_,_,_,Y,_,X,X,_,8
5817,Y,_,_,_,X,Y,_,_,_,6
5818,Y,_,_,_,_,_,X,_,_,4
5819,X,_,_,Y,_,_,_,_,Y,2
5820,_,_,_,_,_,_,_,_,Y,0
5821,Y,_,_,_,_,_,_,_,_,4
5822,Y,_,_,_,_,_,_,_,_,4
5823,X,_,_,_,Y,_,_,_,_,2
5824,_,_,_,_,_,_,_,_,_,0
5825,Y,Y,_,X,Y,_,X,_,X,2
5826,X,_,Y,_,_,_,_,_,Y,6
5827,Y,_,_,_,X,_,_,_,_,2
5828,Y,_,X,X,Y,_,_,Y,X,1
5829,_,Y,X,_,Y,_,_,_,X,7
5830,X,X,Y,Y,Y,X,X,_,Y,7
5831,X,Y,_,_,Y,_,_,_,_,7
5832,Y,_,X,_,Y,_,X,_,_,8
5833,Y,_,_,X,X,Y,_,_,_,1
5834,_,_,_,_,Y,_,_,_,X,2
5835,Y,_,X,_,X,_,Y,_,_,3
5836,X,_,_,Y,Y,X,_,Y,_,1
5837,Y,_,X,_,X,_,Y,_,_,3
5838,X,_,Y,Y,X,X,Y,_,Y,7
5839,X,Y,X,_,Y,_,Y,_,_,7
5840,_,_,_,_,_,_,_,_,_,0
5841,Y,X,_,X,X,Y,Y,Y,_,8
5842,_,_,_,_,_,_,_,_,_,0
5843,_,Y,X,X,Y,Y,Y,X,X,0
5844,Y,X,Y,Y,X,X,X,Y,_,8
5845,_,_,_,_,_,_,_,_,_,0
5846,X,_,_,Y,Y,_,X,_,_,1
5847,Y,X,_,_,X,_,_,Y,_,6
5848,_,_,_,Y,_,_,_,_,_,4
5849,Y,_,_,_,Y,_,X,X,_,8
5850,_,_,_,_,_,_,_,_,_,0
5851,X,Y,X,X,Y,_,Y,X,Y,5
5852,_,_,_,_,Y,_,_,_,_,0
5853,X,_,Y,Y,Y,X,X,Y,_,1
5854,_,_,_,_,_,Y,_,_,_,0
5855,Y,Y,X,X,X,Y,Y,_,_,7
5856,Y,X,_,_,Y,Y,X,_,X,3
5857,X,_,_,_,Y,_,_,_,_,2
5858,Y,_,X,_,X,_,Y,_,_,3
5859,_,_,_,_,_,_,_,_,_,0
5860,_,_,_,_,_,_,_,_,_,0
5861,Y,_,Y,Y,X,_,X,_,_,1
5862,X,Y,X,_,Y,_,_,_,_,3
5863,X,_,Y,Y,Y,_,X,_,_,5
5864,X,X,Y,Y,Y,X,X,Y,_,8
5865,X,Y,X,_,Y,Y,Y,X,_,3
5866,X,_,Y,_,_,Y,_,_,_,4
5867,_,X,_,Y,Y,_,_,_,X,2
5868,_,_,_,_,Y,_,_,_,_,0
5869,Y,Y,X,X,X,Y,Y,X,_,8
5870,_,_,_,_,_,_,_,_,_,0
5871,X,X,Y,Y,Y,X,X,_,Y,7
5872,Y,X,X,Y,Y,_,_,_,X,5
5873,Y,_,_,_,_,_,_,_,_,4
5874,_,_,_,_,_,_,_,_,_,0
5875,X,Y,Y,_,X,_,_,_,Y,3
5876,Y,_,_,_,_,_,X,_,_,4
5877,_,_,_,_,Y,_,_,_,_,0
5878,_,_,_,_,_,_,_,_,_,0
5879,_,_,_,_,_,_,_,_,_,0
5880,Y,X,X,X,Y,Y,_,Y,X,6
5881,Y,X,Y,X,X,Y,X,Y,_,8
5882,_,_,_,_,_,_,Y,_,_,0
5883,Y,X,Y,_,X,Y,_,Y,X,6
5884,Y,X,Y,_,X,_,X,Y,_,5
5885,X,Y,X,X,Y,_,Y,_,_,7
5886,X,Y,Y,Y,Y,X,_,X,_,6
5887,_,Y,_,_,_,_,_,_,_,4
5888,X,Y,X,Y,Y,_,_,X,_,5
5889,X,Y,X,Y,Y,_,Y,X,_,5
5890,_,_,_,_,_,_,_,_,_,0
5891,_,_,_,_,_,_,_,_,_,0
5892,X,Y,X,X,Y,_,Y,_,_,7
5893,_,_,_,_,_,_,_,_,_,0
5894,X,Y,_,Y,Y,_,_,X,_,5
5895,X,_,Y,Y,Y,X,_,_,_,6
5896,X,Y,Y,Y,X,_,_,X,Y,5
5897,Y,_,X,_,_,_,Y,_,X,3
5898,X,Y,X,_,Y,_,_,_,_,3
5899,X,Y,X,Y,Y,_,Y,X,_,5
5900,Y,_,_,_,_,_,_,_,_,4
5901,X,_,_,_,Y,_,_,_,_,2
5902,_,X,_,_,Y,_,_,_,_,0
5903,Y,_,Y,_,X,_,_,_,_,1
5904,X,_,_,_,Y,_,_,_,_,2
5905,_,_,_,_,X,_,Y,_,Y,3
5906,Y,Y,X,X,_,Y,Y,X,X,4
5907,X,Y,X,X,Y,_,Y,_,_,7
5908,X,X,Y,Y,Y,_,X,_,_,5
5909,_,_,Y,_,_,_,_,_,_,0
5910,Y,_,_,X,X,Y,_,_,_,1
5911,_,_,_,_,_,_,_,_,_,0
5912,Y,_,_,_,_,_,X,_,_,4
5913,X,Y,X,X,Y,_,Y,_,_,7
5914,X,Y,Y,_,X,_,_,_,Y,3
5915,Y,_,_,_,_,_,_,_,_,4
5916,Y,_,_,_,X,_,_,_,_,2
5917,Y,_,_,X,X,Y,Y,_,_,7
5918,Y,_,X,X,X,Y,Y,_,_,1
5919,_,_,_,_,_,_,Y,_,_,0
5920,X,Y,_,_,_,_,Y,_,_,4
5921,Y,X,_,_,Y,_,X,_,_,8
5922,_,_,_,_,_,_,_,_,_,0
5923,_,_,_,_,Y,_,_,_,_,0
5924,X,_,Y,Y,Y,X,_,_,_,6
5925,_,_,_,X,Y,_,_,_,_,0
5926,X,Y,X,_,Y,_,_,_,_,3
5927,Y,_,_,_,X,_,_,_,_,2
5928,_,_,_,Y,_,_,_,_,_,4
5929,_,_,_,_,_,_,_,_,_,0
5930,Y,X,X,_,Y,_,_,_,_,8
5931,Y,_,X,_,X,_,Y,Y,_,3
5932,Y,_,_,X,X,Y,Y,_,_,7
5933,Y,_,X,X,X,Y,Y,_,_,1
5934,_,_,_,_,_,_,_,_,_,0
5935,X,_,Y,_,Y,_,_,_,_,6
5936,Y,X,Y,X,X,Y,X,Y,_,8
5937,X,Y,X,Y,Y,_,Y,X,_,5
5938,Y,X,Y,Y,X,X,X,Y,_,8
5939,Y,_,_,_,X,_,_,_,_,2
5940,_,X,Y,Y,X,X,_,Y,Y,6
5941,_,_,_,_,_,_,_,_,_,0
5942,X,X,Y,Y,Y,X,X,Y,_,8
5943,Y,Y,X,X,X,Y,Y,X,_,8
5944,X,Y,_,Y,Y,X,X,X,Y,2
5945,_,_,_,_,_,_,_,_,_,0
5946,Y,_,_,_,X,_,_,_,_,2
5947,Y,_,_,_,X,_,_,_,_,2
5948,X,Y,X,_,Y,Y,Y,X,_,3
5949,_,_,_,_,_,_,Y,_,_,0
5950,X,Y,X,_,Y,X,Y,X,Y,3
5951,Y,_,X,_,Y,X,_,_,_,8
5952,_,X,Y,_,X,_,_,Y,Y,5
5953,Y,_,_,_,_,_,_,_,_,4
5954,X,X,Y,Y,Y,_,X,_,_,5
5955,Y,X,Y,Y,X,_,_,_,_,6
5956,Y,X,X,X,_,Y,Y,Y,X,4
5957,Y,_,_,_,X,_,Y,_,_,3
5958,X,Y,X,_,Y,X,Y,_,_,7
5959,X,X,Y,Y,Y,X,X,_,Y,7
5960,X,Y,X,Y,Y,_,Y,X,_,5
5961,_,_,_,_,Y,_,_,_,_,0
5962,X,_,_,Y,Y,X,X,Y,_,1
5963,Y,Y,_,_,X,_,_,_,_,2
5964,Y,X,Y,Y,X,X,_,Y,_,6
5965,_,_,_,_,_,_,Y,_,_,0
5966,Y,_,_,_,_,_,_,_,_,4
5967,_,_,_,Y,_,_,_,_,_,4
5968,X,_,_,_,Y,_,Y,_,_,2
5969,X,Y,_,Y,Y,_,X,_,X,5
5970,X,Y,_,_,Y,_,Y,X,_,2
5971,_,_,_,_,_,_,_,_,_,0
5972,Y,_,Y,Y,X,_,X,_,_,1
5973,Y,Y,X,X,X,Y,Y,_,_,7
5974,Y,Y,X,_,X,_,Y,_,_,3
5975,Y,X,Y,Y,X,_,X,Y,_,5
5976,X,_,_,Y,Y,_,_,_,_,5
5977,Y,X,Y,_,X,_,X,Y,_,5
5978,X,Y,X,X,Y,Y,Y,_,_,7
5979,Y,_,_,_,_,_,_,_,_,4
5980,Y,Y,_,X,X,_,Y,_,_,2
5981,Y,X,X,X,Y,Y,_,Y,X,6
5982,_,_,_,_,Y,_,_,_,_,0
5983,X,_,_,Y,Y,_,_,_,_,5
5984,X,X,Y,_,Y,_,_,_,_,6
5985,_,_,_,_,_,_,Y,_,_,0
5986,Y,_,X,X,X,Y,Y,_,_,1
5987,Y,Y,X,X,X,Y,Y,_,_,7
5988,Y,Y,_,X,X,_,Y,_,_,2
5989,X,Y,X,_,Y,_,_,_,_,3
5990,_,_,_,_,_,_,_,_,_,0
5991,_,_,_,_,_,_,_,_,_,0
5992,_,_,_,_,_,_,_,_,_,0
5993,Y,X,_,X,X,Y,Y,Y,_,8
5994,Y,_,_,_,X,_,Y,_,_,3
5995,Y,_,X,X,X,Y,Y,_,_,1
5996,Y,_,_,_,X,_,Y,_,_,3
5997,X,X,Y,Y,Y,_,X,_,_,5
5998,X,Y,X,_,Y,_,Y,_,_,7
5999,Y,X,_,_,Y,Y,X,_,X,3
6000,_,_,_,_,_,_,_,_,_,0
6001,Y,X,X,X,X,Y,Y,Y,_,8
